,,,,,,,,,,,,,,,
Предельное значение зависимости,120%,,,Ignore This Dividend Events,,,,Ticker,Weight,Tax,,,Rate,EXCEL YEARFRAC CONVENTION
Значение целевой волатильности,9%,,,Spin-Off,,,Equity1,MSFT UQ Equity,20.00%,15.00%,,,US0003M Index,2
Продолжительность периода определения реализованной волатильности,20,,,Spinoff,,,Equity2,AAPL UQ Equity,20.00%,15.00%,,,,
Дата начала расчета,1/15/2020,,,Stock Split,,,Equity3,GOOGL UQ Equity,20.00%,15.00%,,,,
Первоначальное значение,100,,,Consolidation,,,Equity4,FB UQ Equity,20.00%,15.00%,,,,
,,,,Stock Dividend,,,Equity5,700 HK Equity,20.00%,15.00%,,,,
,,,,Bonus,,,Equity6,,,,,,,
,,,,Rights Offering,,,Equity7,,,,,,,
,,,,Entitlement,,,Equity8,,,,,,,
,,,,Poison Pill Rights,,,Equity9,,,,,,,
,,,,Split-Off,,,Equity10,,,,,,,
,,,,Rights Issue,,,,,,,,,,
,PXLAST,Даты,Цена Базового актива в Дату,DIVIDENDS,Даты отсечки,"Сумма дивидендов, единиц валюты актива",Тип дивидендов
,,2/5/2020,392.2,,,,
,,2/6/2020,400,,,,
,,2/7/2020,402.4,,,,
,,2/10/2020,400.6,,,,
,,2/11/2020,409,,,,
,,2/12/2020,411,,,,
,,2/13/2020,416.4,,,,
,,2/14/2020,415,,,,
,,2/17/2020,416.6,,,,
,,2/18/2020,408.2,,,,
,,2/19/2020,411.4,,,,
,,2/20/2020,410,,,,
,,2/21/2020,401,,,,
,,2/24/2020,390.4,,,,
,,2/25/2020,401.6,,,,
,,2/26/2020,399.6,,,,
,,2/27/2020,399.2,,,,
,,2/28/2020,386,,,,
,,3/2/2020,389.6,,,,
,,3/3/2020,394,,,,
,,3/4/2020,394,,,,
,,3/5/2020,406.2,,,,
,,3/6/2020,395.8,,,,
,,3/9/2020,377.4,,,,
,,3/10/2020,383,,,,
,,3/11/2020,378.4,,,,
,,3/12/2020,363.6,,,,
,,3/13/2020,365,,,,
,,3/16/2020,341.8,,,,
,,3/17/2020,349.8,,,,
,,3/18/2020,334,,,,
,,3/19/2020,343,,,,
,,3/20/2020,359.6,,,,
,,3/23/2020,348,,,,
,,3/24/2020,365.2,,,,
,,3/25/2020,380,,,,
,,3/26/2020,381.8,,,,
,,3/27/2020,382.4,,,,
,,3/30/2020,376.6,,,,
,,3/31/2020,380.2,,,,
,,4/1/2020,374.4,,,,
,,4/2/2020,379.8,,,,
,,4/3/2020,376.4,,,,
,,4/6/2020,381.4,,,,
,,4/7/2020,387.6,,,,
,,4/8/2020,385,,,,
,,4/9/2020,391.4,,,,
,,4/14/2020,395,,,,
,,4/15/2020,395,,,,
,,4/16/2020,406.8,,,,
,,4/17/2020,409.6,,,,
,,4/20/2020,408.6,,,,
,,4/21/2020,400.6,,,,
,,4/22/2020,409.4,,,,
,,4/23/2020,411.6,,,,
,,4/24/2020,406.4,,,,
,,4/27/2020,413,,,,
,,4/28/2020,417.2,,,,
,,4/29/2020,417,,,,
,,5/4/2020,400,,,,
,,5/5/2020,406,,,,
,,5/6/2020,410,,,,
,,5/7/2020,407.2,,,,
,,5/8/2020,418.2,,,,
,,5/11/2020,435,,,,
,,5/12/2020,431,,,,
,,5/13/2020,429.6,,,,
,,5/14/2020,430.6,,,,
,,5/15/2020,421.2,,,,
,,5/18/2020,423,,,,
,,5/19/2020,430,,,,
,,5/20/2020,440,,,,
,,5/21/2020,433.4,,,,
,,5/22/2020,412.4,,,,
,,5/25/2020,416.6,,,,
,,5/26/2020,425.4,,,,
,,5/27/2020,420,,,,
,,5/28/2020,408.2,,,,
,,5/29/2020,410.4,,,,
,,6/1/2020,429,,,,
,,6/2/2020,430.4,,,,
,,6/3/2020,432.6,,,,
,,6/4/2020,435,,,,
,,6/5/2020,434.2,,,,
,,6/8/2020,430,,,,
,,6/9/2020,433.8,,,,
,,6/10/2020,446.2,,,,
,,6/11/2020,442.4,,,,
,,6/12/2020,441,,,,
,,6/15/2020,433.6,,,,
,,6/16/2020,448.8,,,,
,,6/17/2020,450.6,,,,
,,6/18/2020,458,,,,
,,6/19/2020,460.4,,,,
,,6/22/2020,474.2,,,,
,,6/23/2020,497.4,,,,
,,6/24/2020,490.8,,,,
,,6/26/2020,485,,,,
,,6/29/2020,486,,,,
,,6/30/2020,498.6,,,,
,,7/2/2020,518.5,,,,
,,7/3/2020,524.5,,,,
,,7/6/2020,520,,,,
,,7/7/2020,516,,,,
,,7/8/2020,543,,,,
,,7/9/2020,563,,,,
,,7/10/2020,546.5,,,,
,,7/13/2020,541,,,,
,,7/14/2020,525,,,,
,,7/15/2020,543,,,,
,,7/16/2020,513,,,,
,,7/17/2020,521,,,,
,,7/20/2020,522.5,,,,
,,7/21/2020,564,,,,
,,7/22/2020,539,,,,
,,7/23/2020,557,,,,
,,7/24/2020,528,,,,
,,7/27/2020,520,,,,
,,7/28/2020,543.5,,,,
,,Даты,"Значение ставки в дату, % годовых"
Ticker,US0003M Index,8/22/2014,0.2384
,,23.08.2014,0.2384
Name,ICE LIBOR USD 3 Month,24.08.2014,0.2384
,,25.08.2014,0.2384
,,26.08.2014,0.2381
,,27.08.2014,0.2346
,,28.08.2014,0.2336
,,29.08.2014,0.2336
,,30.08.2014,0.2336
,,31.08.2014,0.2336
,,01.09.2014,0.2336
,,02.09.2014,0.2331
,,03.09.2014,0.2341
,,04.09.2014,0.2331
,,05.09.2014,0.2323
,,06.09.2014,0.2323
,,07.09.2014,0.2323
,,08.09.2014,0.2336
,,09.09.2014,0.2346
,,10.09.2014,0.2346
,,11.09.2014,0.2341
,,12.09.2014,0.2346
,,13.09.2014,0.2346
,,14.09.2014,0.2346
,,15.09.2014,0.2346
,,16.09.2014,0.2344
,,17.09.2014,0.2341
,,18.09.2014,0.2331
,,19.09.2014,0.2331
,,20.09.2014,0.2331
,,21.09.2014,0.2331
,,22.09.2014,0.2356
,,23.09.2014,0.2341
,,24.09.2014,0.2351
,,25.09.2014,0.2336
,,26.09.2014,0.2331
,,27.09.2014,0.2331
,,28.09.2014,0.2331
,,29.09.2014,0.2351
,,30.09.2014,0.2351
,,01.10.2014,0.2326
,,02.10.2014,0.2312
,,03.10.2014,0.2316
,,04.10.2014,0.2316
,,05.10.2014,0.2316
,,06.10.2014,0.2326
,,07.10.2014,0.2311
,,08.10.2014,0.2291
,,09.10.2014,0.2291
,,10.10.2014,0.23
,,11.10.2014,0.23
,,12.10.2014,0.23
,,13.10.2014,0.2306
,,14.10.2014,0.2291
,,15.10.2014,0.2281
,,16.10.2014,0.23075
,,17.10.2014,0.23135
,,18.10.2014,0.23135
,,19.10.2014,0.23135
,,20.10.2014,0.2321
,,21.10.2014,0.2306
,,22.10.2014,0.2328
,,23.10.2014,0.2336
,,24.10.2014,0.2331
,,25.10.2014,0.2331
,,26.10.2014,0.2331
,,27.10.2014,0.2326
,,28.10.2014,0.2326
,,29.10.2014,0.2326
,,30.10.2014,0.23235
,,31.10.2014,0.2321
,,01.11.2014,0.2321
,,02.11.2014,0.2321
,,03.11.2014,0.23235
,,04.11.2014,0.23185
,,05.11.2014,0.23185
,,06.11.2014,0.2316
,,07.11.2014,0.2326
,,08.11.2014,0.2326
,,09.11.2014,0.2326
,,10.11.2014,0.2331
,,11.11.2014,0.2332
,,12.11.2014,0.2332
,,13.11.2014,0.2321
,,14.11.2014,0.2321
,,15.11.2014,0.2321
,,16.11.2014,0.2321
,,17.11.2014,0.23185
,,18.11.2014,0.23185
,,19.11.2014,0.2311
,,20.11.2014,0.2329
,,21.11.2014,0.23285
,,22.11.2014,0.23285
,,23.11.2014,0.23285
,,24.11.2014,0.23435
,,25.11.2014,0.2356
,,26.11.2014,0.2356
,,27.11.2014,0.2336
,,28.11.2014,0.2336
,,29.11.2014,0.2336
,,30.11.2014,0.2336
,,01.12.2014,0.2346
,,02.12.2014,0.2346
,,03.12.2014,0.23485
,,04.12.2014,0.23535
,,05.12.2014,0.2356
,,06.12.2014,0.2356
,,07.12.2014,0.2356
,,08.12.2014,0.2376
,,09.12.2014,0.23885
,,10.12.2014,0.2399
,,11.12.2014,0.2406
,,12.12.2014,0.24285
,,13.12.2014,0.24285
,,14.12.2014,0.24285
,,15.12.2014,0.2426
,,16.12.2014,0.2426
,,17.12.2014,0.24535
,,18.12.2014,0.2471
,,19.12.2014,0.2521
,,20.12.2014,0.2521
,,21.12.2014,0.2521
,,22.12.2014,0.2551
,,23.12.2014,0.2546
,,24.12.2014,0.2566
,,25.12.2014,0.2566
,,26.12.2014,0.2566
,,27.12.2014,0.2566
,,28.12.2014,0.2566
,,29.12.2014,0.2551
,,30.12.2014,0.2552
,,31.12.2014,0.2556
,,01.01.2015,0.2556
,,02.01.2015,0.2556
,,03.01.2015,0.2556
,,04.01.2015,0.2556
,,05.01.2015,0.2536
,,06.01.2015,0.2511
,,07.01.2015,0.2521
,,08.01.2015,0.2521
,,09.01.2015,0.2541
,,10.01.2015,0.2541
,,11.01.2015,0.2541
,,12.01.2015,0.2528
,,13.01.2015,0.2533
,,14.01.2015,0.2536
,,15.01.2015,0.2526
,,16.01.2015,0.2566
,,17.01.2015,0.2566
,,18.01.2015,0.2566
,,19.01.2015,0.2562
,,20.01.2015,0.2567
,,21.01.2015,0.2571
,,22.01.2015,0.2561
,,23.01.2015,0.2561
,,24.01.2015,0.2561
,,25.01.2015,0.2561
,,26.01.2015,0.2561
,,27.01.2015,0.2526
,,28.01.2015,0.2546
,,29.01.2015,0.2546
,,30.01.2015,0.2531
,,31.01.2015,0.2531
,,01.02.2015,0.2531
,,02.02.2015,0.2521
,,03.02.2015,0.2551
,,04.02.2015,0.2551
,,05.02.2015,0.2561
,,06.02.2015,0.2556
,,07.02.2015,0.2556
,,08.02.2015,0.2556
,,09.02.2015,0.25835
,,10.02.2015,0.2581
,,11.02.2015,0.2581
,,12.02.2015,0.2581
,,13.02.2015,0.2571
,,14.02.2015,0.2571
,,15.02.2015,0.2571
,,16.02.2015,0.2562
,,17.02.2015,0.2567
,,18.02.2015,0.2606
,,19.02.2015,0.2615
,,20.02.2015,0.2626
,,21.02.2015,0.2626
,,22.02.2015,0.2626
,,23.02.2015,0.2616
,,24.02.2015,0.2611
,,25.02.2015,0.2609
,,26.02.2015,0.2616
,,27.02.2015,0.26185
,,28.02.2015,0.26185
,,01.03.2015,0.26185
,,02.03.2015,0.26095
,,03.03.2015,0.26515
,,04.03.2015,0.2636
,,05.03.2015,0.2636
,,06.03.2015,0.2646
,,07.03.2015,0.2646
,,08.03.2015,0.2646
,,09.03.2015,0.2666
,,10.03.2015,0.2677
,,11.03.2015,0.2699
,,12.03.2015,0.2706
,,13.03.2015,0.27065
,,14.03.2015,0.27065
,,15.03.2015,0.27065
,,16.03.2015,0.27015
,,17.03.2015,0.26935
,,18.03.2015,0.2703
,,19.03.2015,0.26455
,,20.03.2015,0.2668
,,21.03.2015,0.2668
,,22.03.2015,0.2668
,,23.03.2015,0.2668
,,24.03.2015,0.26935
,,25.03.2015,0.26855
,,26.03.2015,0.27305
,,27.03.2015,0.2754
,,28.03.2015,0.2754
,,29.03.2015,0.2754
,,30.03.2015,0.27415
,,31.03.2015,0.27075
,,01.04.2015,0.27075
,,02.04.2015,0.27375
,,03.04.2015,0.27375
,,04.04.2015,0.27375
,,05.04.2015,0.27375
,,06.04.2015,0.27375
,,07.04.2015,0.27375
,,08.04.2015,0.2712
,,09.04.2015,0.2759
,,10.04.2015,0.277
,,11.04.2015,0.277
,,12.04.2015,0.277
,,13.04.2015,0.2753
,,14.04.2015,0.27555
,,15.04.2015,0.27435
,,16.04.2015,0.2751
,,17.04.2015,0.27575
,,18.04.2015,0.27575
,,19.04.2015,0.27575
,,20.04.2015,0.276
,,21.04.2015,0.27725
,,22.04.2015,0.2775
,,23.04.2015,0.277
,,24.04.2015,0.279
,,25.04.2015,0.279
,,26.04.2015,0.279
,,27.04.2015,0.279
,,28.04.2015,0.27815
,,29.04.2015,0.27815
,,30.04.2015,0.27875
,,01.05.2015,0.27975
,,02.05.2015,0.27975
,,03.05.2015,0.27975
,,04.05.2015,0.27975
,,05.05.2015,0.2759
,,06.05.2015,0.276
,,07.05.2015,0.27885
,,08.05.2015,0.27985
,,09.05.2015,0.27985
,,10.05.2015,0.27985
,,11.05.2015,0.2766
,,12.05.2015,0.275
,,13.05.2015,0.2739
,,14.05.2015,0.276
,,15.05.2015,0.2765
,,16.05.2015,0.2765
,,17.05.2015,0.2765
,,18.05.2015,0.276
,,19.05.2015,0.281
,,20.05.2015,0.2835
,,21.05.2015,0.282
,,22.05.2015,0.2845
,,23.05.2015,0.2845
,,24.05.2015,0.2845
,,25.05.2015,0.2845
,,26.05.2015,0.28585
,,27.05.2015,0.2835
,,28.05.2015,0.28275
,,29.05.2015,0.28375
,,30.05.2015,0.28375
,,31.05.2015,0.28375
,,01.06.2015,0.2825
,,02.06.2015,0.2787
,,03.06.2015,0.2792
,,04.06.2015,0.2789
,,05.06.2015,0.2812
,,06.06.2015,0.2812
,,07.06.2015,0.2812
,,08.06.2015,0.2822
,,09.06.2015,0.2855
,,10.06.2015,0.28785
,,11.06.2015,0.28585
,,12.06.2015,0.28605
,,13.06.2015,0.28605
,,14.06.2015,0.28605
,,15.06.2015,0.28325
,,16.06.2015,0.28625
,,17.06.2015,0.2857
,,18.06.2015,0.2808
,,19.06.2015,0.2813
,,20.06.2015,0.2813
,,21.06.2015,0.2813
,,22.06.2015,0.28225
,,23.06.2015,0.28075
,,24.06.2015,0.28075
,,25.06.2015,0.282
,,26.06.2015,0.28175
,,27.06.2015,0.28175
,,28.06.2015,0.28175
,,29.06.2015,0.2837
,,30.06.2015,0.2832
,,01.07.2015,0.2836
,,02.07.2015,0.2835
,,03.07.2015,0.2843
,,04.07.2015,0.2843
,,05.07.2015,0.2843
,,06.07.2015,0.28425
,,07.07.2015,0.28325
,,08.07.2015,0.28345
,,09.07.2015,0.286
,,10.07.2015,0.2858
,,11.07.2015,0.2858
,,12.07.2015,0.2858
,,13.07.2015,0.2888
,,14.07.2015,0.2885
,,15.07.2015,0.2885
,,16.07.2015,0.287
,,17.07.2015,0.29175
,,18.07.2015,0.29175
,,19.07.2015,0.29175
,,20.07.2015,0.295
,,21.07.2015,0.2941
,,22.07.2015,0.2925
,,23.07.2015,0.2951
,,24.07.2015,0.2936
,,25.07.2015,0.2936
,,26.07.2015,0.2936
,,27.07.2015,0.2941
,,28.07.2015,0.2968
,,29.07.2015,0.2968
,,30.07.2015,0.3001
,,31.07.2015,0.3086
,,01.08.2015,0.3086
,,02.08.2015,0.3086
,,03.08.2015,0.3037
,,04.08.2015,0.3011
,,05.08.2015,0.3109
,,06.08.2015,0.3114
,,07.08.2015,0.3116
,,08.08.2015,0.3116
,,09.08.2015,0.3116
,,10.08.2015,0.3142
,,11.08.2015,0.31435
,,12.08.2015,0.3093
,,13.08.2015,0.3205
,,14.08.2015,0.32445
,,15.08.2015,0.32445
,,16.08.2015,0.32445
,,17.08.2015,0.33285
,,18.08.2015,0.33285
,,19.08.2015,0.33335
,,20.08.2015,0.3291
,,21.08.2015,0.3291
,,22.08.2015,0.3291
,,23.08.2015,0.3291
,,24.08.2015,0.3316
,,25.08.2015,0.327
,,26.08.2015,0.3252
,,27.08.2015,0.3244
,,28.08.2015,0.329
,,29.08.2015,0.329
,,30.08.2015,0.329
,,31.08.2015,0.329
,,01.09.2015,0.334
,,02.09.2015,0.3325
,,03.09.2015,0.3335
,,04.09.2015,0.332
,,05.09.2015,0.332
,,06.09.2015,0.332
,,07.09.2015,0.333
,,08.09.2015,0.332
,,09.09.2015,0.333
,,10.09.2015,0.336
,,11.09.2015,0.3372
,,12.09.2015,0.3372
,,13.09.2015,0.3372
,,14.09.2015,0.3355
,,15.09.2015,0.33425
,,16.09.2015,0.3396
,,17.09.2015,0.3451
,,18.09.2015,0.3192
,,19.09.2015,0.3192
,,20.09.2015,0.3192
,,21.09.2015,0.326
,,22.09.2015,0.3265
,,23.09.2015,0.3255
,,24.09.2015,0.3264
,,25.09.2015,0.3261
,,26.09.2015,0.3261
,,27.09.2015,0.3261
,,28.09.2015,0.3266
,,29.09.2015,0.3255
,,30.09.2015,0.325
,,01.10.2015,0.324
,,02.10.2015,0.3271
,,03.10.2015,0.3271
,,04.10.2015,0.3271
,,05.10.2015,0.3232
,,06.10.2015,0.318
,,07.10.2015,0.3186
,,08.10.2015,0.3196
,,09.10.2015,0.3206
,,10.10.2015,0.3206
,,11.10.2015,0.3206
,,12.10.2015,0.32075
,,13.10.2015,0.3205
,,14.10.2015,0.31705
,,15.10.2015,0.31515
,,16.10.2015,0.31715
,,17.10.2015,0.31715
,,18.10.2015,0.31715
,,19.10.2015,0.31665
,,20.10.2015,0.3204
,,21.10.2015,0.3164
,,22.10.2015,0.3199
,,23.10.2015,0.3229
,,24.10.2015,0.3229
,,25.10.2015,0.3229
,,26.10.2015,0.32315
,,27.10.2015,0.3239
,,28.10.2015,0.3219
,,29.10.2015,0.3289
,,30.10.2015,0.3341
,,31.10.2015,0.3341
,,01.11.2015,0.3341
,,02.11.2015,0.3341
,,03.11.2015,0.3336
,,04.11.2015,0.3366
,,05.11.2015,0.3439
,,06.11.2015,0.3414
,,07.11.2015,0.3414
,,08.11.2015,0.3414
,,09.11.2015,0.3556
,,10.11.2015,0.3561
,,11.11.2015,0.3591
,,12.11.2015,0.3616
,,13.11.2015,0.3636
,,14.11.2015,0.3636
,,15.11.2015,0.3636
,,16.11.2015,0.3641
,,17.11.2015,0.3671
,,18.11.2015,0.3696
,,19.11.2015,0.3776
,,20.11.2015,0.3821
,,21.11.2015,0.3821
,,22.11.2015,0.3821
,,23.11.2015,0.3932
,,24.11.2015,0.4023
,,25.11.2015,0.4067
,,26.11.2015,0.4117
,,27.11.2015,0.4142
,,28.11.2015,0.4142
,,29.11.2015,0.4142
,,30.11.2015,0.4162
,,01.12.2015,0.4222
,,02.12.2015,0.436
,,03.12.2015,0.452
,,04.12.2015,0.462
,,05.12.2015,0.462
,,06.12.2015,0.462
,,07.12.2015,0.477
,,08.12.2015,0.4865
,,09.12.2015,0.492
,,10.12.2015,0.502
,,11.12.2015,0.512
,,12.12.2015,0.512
,,13.12.2015,0.512
,,14.12.2015,0.51775
,,15.12.2015,0.52575
,,16.12.2015,0.5325
,,17.12.2015,0.5695
,,18.12.2015,0.5855
,,19.12.2015,0.5855
,,20.12.2015,0.5855
,,21.12.2015,0.5931
,,22.12.2015,0.59435
,,23.12.2015,0.6031
,,24.12.2015,0.6031
,,25.12.2015,0.6031
,,26.12.2015,0.6031
,,27.12.2015,0.6031
,,28.12.2015,0.6031
,,29.12.2015,0.6067
,,30.12.2015,0.6122
,,31.12.2015,0.6127
,,01.01.2016,0.6127
,,02.01.2016,0.6127
,,03.01.2016,0.6127
,,04.01.2016,0.6117
,,05.01.2016,0.6171
,,06.01.2016,0.6201
,,07.01.2016,0.61685
,,08.01.2016,0.6211
,,09.01.2016,0.6211
,,10.01.2016,0.6211
,,11.01.2016,0.6221
,,12.01.2016,0.6236
,,13.01.2016,0.622
,,14.01.2016,0.6211
,,15.01.2016,0.6196
,,16.01.2016,0.6196
,,17.01.2016,0.6196
,,18.01.2016,0.6238
,,19.01.2016,0.6243
,,20.01.2016,0.6213
,,21.01.2016,0.6186
,,22.01.2016,0.6191
,,23.01.2016,0.6191
,,24.01.2016,0.6191
,,25.01.2016,0.6213
,,26.01.2016,0.6211
,,27.01.2016,0.6181
,,28.01.2016,0.6156
,,29.01.2016,0.6126
,,30.01.2016,0.6126
,,31.01.2016,0.6126
,,01.02.2016,0.6186
,,02.02.2016,0.6192
,,03.02.2016,0.6206
,,04.02.2016,0.6202
,,05.02.2016,0.6197
,,06.02.2016,0.6197
,,07.02.2016,0.6197
,,08.02.2016,0.621
,,09.02.2016,0.6205
,,10.02.2016,0.6176
,,11.02.2016,0.6172
,,12.02.2016,0.6182
,,13.02.2016,0.6182
,,14.02.2016,0.6182
,,15.02.2016,0.6182
,,16.02.2016,0.6182
,,17.02.2016,0.6194
,,18.02.2016,0.6182
,,19.02.2016,0.6182
,,20.02.2016,0.6182
,,21.02.2016,0.6182
,,22.02.2016,0.6246
,,23.02.2016,0.6291
,,24.02.2016,0.6346
,,25.02.2016,0.6356
,,26.02.2016,0.6351
,,27.02.2016,0.6351
,,28.02.2016,0.6351
,,29.02.2016,0.6331
,,01.03.2016,0.6316
,,02.03.2016,0.63485
,,03.03.2016,0.6356
,,04.03.2016,0.6335
,,05.03.2016,0.6335
,,06.03.2016,0.6335
,,07.03.2016,0.6361
,,08.03.2016,0.63515
,,09.03.2016,0.6346
,,10.03.2016,0.63235
,,11.03.2016,0.63385
,,12.03.2016,0.63385
,,13.03.2016,0.63385
,,14.03.2016,0.63955
,,15.03.2016,0.64195
,,16.03.2016,0.639
,,17.03.2016,0.6234
,,18.03.2016,0.6243
,,19.03.2016,0.6243
,,20.03.2016,0.6243
,,21.03.2016,0.6246
,,22.03.2016,0.62835
,,23.03.2016,0.6301
,,24.03.2016,0.6286
,,25.03.2016,0.6286
,,26.03.2016,0.6286
,,27.03.2016,0.6286
,,28.03.2016,0.6286
,,29.03.2016,0.63085
,,30.03.2016,0.6251
,,31.03.2016,0.6286
,,01.04.2016,0.6291
,,02.04.2016,0.6291
,,03.04.2016,0.6291
,,04.04.2016,0.6301
,,05.04.2016,0.6266
,,06.04.2016,0.6306
,,07.04.2016,0.6288
,,08.04.2016,0.6308
,,09.04.2016,0.6308
,,10.04.2016,0.6308
,,11.04.2016,0.62985
,,12.04.2016,0.6296
,,13.04.2016,0.62835
,,14.04.2016,0.63285
,,15.04.2016,0.6331
,,16.04.2016,0.6331
,,17.04.2016,0.6331
,,18.04.2016,0.63435
,,19.04.2016,0.63485
,,20.04.2016,0.6351
,,21.04.2016,0.6381
,,22.04.2016,0.63585
,,23.04.2016,0.63585
,,24.04.2016,0.63585
,,25.04.2016,0.63385
,,26.04.2016,0.63435
,,27.04.2016,0.63835
,,28.04.2016,0.6366
,,29.04.2016,0.6366
,,30.04.2016,0.6366
,,01.05.2016,0.6366
,,02.05.2016,0.6366
,,03.05.2016,0.6329
,,04.05.2016,0.6341
,,05.05.2016,0.6318
,,06.05.2016,0.6296
,,07.05.2016,0.6296
,,08.05.2016,0.6296
,,09.05.2016,0.6296
,,10.05.2016,0.6281
,,11.05.2016,0.6266
,,12.05.2016,0.6261
,,13.05.2016,0.6276
,,14.05.2016,0.6276
,,15.05.2016,0.6276
,,16.05.2016,0.6261
,,17.05.2016,0.6251
,,18.05.2016,0.6356
,,19.05.2016,0.6539
,,20.05.2016,0.6613
,,21.05.2016,0.6613
,,22.05.2016,0.6613
,,23.05.2016,0.6623
,,24.05.2016,0.6653
,,25.05.2016,0.66655
,,26.05.2016,0.67405
,,27.05.2016,0.67305
,,28.05.2016,0.67305
,,29.05.2016,0.67305
,,30.05.2016,0.67305
,,31.05.2016,0.6858
,,01.06.2016,0.6813
,,02.06.2016,0.6801
,,03.06.2016,0.68215
,,04.06.2016,0.68215
,,05.06.2016,0.68215
,,06.06.2016,0.66065
,,07.06.2016,0.6566
,,08.06.2016,0.658
,,09.06.2016,0.65605
,,10.06.2016,0.6556
,,11.06.2016,0.6556
,,12.06.2016,0.6556
,,13.06.2016,0.6525
,,14.06.2016,0.6548
,,15.06.2016,0.65635
,,16.06.2016,0.6466
,,17.06.2016,0.6444
,,18.06.2016,0.6444
,,19.06.2016,0.6444
,,20.06.2016,0.6465
,,21.06.2016,0.64185
,,22.06.2016,0.6401
,,23.06.2016,0.6401
,,24.06.2016,0.6236
,,25.06.2016,0.6236
,,26.06.2016,0.6236
,,27.06.2016,0.6271
,,28.06.2016,0.6311
,,29.06.2016,0.6461
,,30.06.2016,0.6541
,,01.07.2016,0.65335
,,02.07.2016,0.65335
,,03.07.2016,0.65335
,,04.07.2016,0.65635
,,05.07.2016,0.6571
,,06.07.2016,0.6611
,,07.07.2016,0.6646
,,08.07.2016,0.6671
,,09.07.2016,0.6671
,,10.07.2016,0.6671
,,11.07.2016,0.6691
,,12.07.2016,0.67335
,,13.07.2016,0.6801
,,14.07.2016,0.6791
,,15.07.2016,0.68785
,,16.07.2016,0.68785
,,17.07.2016,0.68785
,,18.07.2016,0.6956
,,19.07.2016,0.6971
,,20.07.2016,0.7016
,,21.07.2016,0.7145
,,22.07.2016,0.721
,,23.07.2016,0.721
,,24.07.2016,0.721
,,25.07.2016,0.7335
,,26.07.2016,0.743
,,27.07.2016,0.7515
,,28.07.2016,0.7565
,,29.07.2016,0.7591
,,30.07.2016,0.7591
,,31.07.2016,0.7591
,,01.08.2016,0.7591
,,02.08.2016,0.7676
,,03.08.2016,0.7776
,,04.08.2016,0.7876
,,05.08.2016,0.79235
,,06.08.2016,0.79235
,,07.08.2016,0.79235
,,08.08.2016,0.8065
,,09.08.2016,0.816
,,10.08.2016,0.8176
,,11.08.2016,0.817
,,12.08.2016,0.81825
,,13.08.2016,0.81825
,,14.08.2016,0.81825
,,15.08.2016,0.80411
,,16.08.2016,0.80128
,,17.08.2016,0.81128
,,18.08.2016,0.811
,,19.08.2016,0.81711
,,20.08.2016,0.81711
,,21.08.2016,0.81711
,,22.08.2016,0.82544
,,23.08.2016,0.82544
,,24.08.2016,0.82544
,,25.08.2016,0.82933
,,26.08.2016,0.83344
,,27.08.2016,0.83344
,,28.08.2016,0.83344
,,29.08.2016,0.83344
,,30.08.2016,0.84211
,,31.08.2016,0.83933
,,01.09.2016,0.83567
,,02.09.2016,0.83511
,,03.09.2016,0.83511
,,04.09.2016,0.83511
,,05.09.2016,0.83344
,,06.09.2016,0.84067
,,07.09.2016,0.83356
,,08.09.2016,0.84544
,,09.09.2016,0.85222
,,10.09.2016,0.85222
,,11.09.2016,0.85222
,,12.09.2016,0.85578
,,13.09.2016,0.85028
,,14.09.2016,0.85389
,,15.09.2016,0.85656
,,16.09.2016,0.85711
,,17.09.2016,0.85711
,,18.09.2016,0.85711
,,19.09.2016,0.86067
,,20.09.2016,0.86589
,,21.09.2016,0.86333
,,22.09.2016,0.85672
,,23.09.2016,0.85294
,,24.09.2016,0.85294
,,25.09.2016,0.85294
,,26.09.2016,0.85294
,,27.09.2016,0.85378
,,28.09.2016,0.83769
,,29.09.2016,0.84561
,,30.09.2016,0.85367
,,01.10.2016,0.85367
,,02.10.2016,0.85367
,,03.10.2016,0.85789
,,04.10.2016,0.86433
,,05.10.2016,0.86794
,,06.10.2016,0.87156
,,07.10.2016,0.87606
,,08.10.2016,0.87606
,,09.10.2016,0.87606
,,10.10.2016,0.87389
,,11.10.2016,0.8775
,,12.10.2016,0.88111
,,13.10.2016,0.88
,,14.10.2016,0.88167
,,15.10.2016,0.88167
,,16.10.2016,0.88167
,,17.10.2016,0.87761
,,18.10.2016,0.88122
,,19.10.2016,0.88067
,,20.10.2016,0.88178
,,21.10.2016,0.88178
,,22.10.2016,0.88178
,,23.10.2016,0.88178
,,24.10.2016,0.88372
,,25.10.2016,0.88567
,,26.10.2016,0.89039
,,27.10.2016,0.88733
,,28.10.2016,0.88594
,,29.10.2016,0.88594
,,30.10.2016,0.88594
,,31.10.2016,0.88428
,,01.11.2016,0.88094
,,02.11.2016,0.87567
,,03.11.2016,0.88094
,,04.11.2016,0.88261
,,05.11.2016,0.88261
,,06.11.2016,0.88261
,,07.11.2016,0.88678
,,08.11.2016,0.88233
,,09.11.2016,0.8865
,,10.11.2016,0.90206
,,11.11.2016,0.90567
,,12.11.2016,0.90567
,,13.11.2016,0.90567
,,14.11.2016,0.91122
,,15.11.2016,0.90622
,,16.11.2016,0.90872
,,17.11.2016,0.91122
,,18.11.2016,0.91622
,,19.11.2016,0.91622
,,20.11.2016,0.91622
